image,label
images/752_HC.png,labels/752_HC_seg.png
images/771_HC.png,labels/771_HC_seg.png
images/55_HC.png,labels/55_HC_seg.png
images/506_2HC.png,labels/506_2HC_seg.png
images/57_HC.png,labels/57_HC_seg.png
images/401_HC.png,labels/401_HC_seg.png
images/585_HC.png,labels/585_HC_seg.png
images/122_2HC.png,labels/122_2HC_seg.png
images/702_HC.png,labels/702_HC_seg.png
images/713_HC.png,labels/713_HC_seg.png
images/666_HC.png,labels/666_HC_seg.png
images/362_2HC.png,labels/362_2HC_seg.png
images/131_2HC.png,labels/131_2HC_seg.png
images/670_HC.png,labels/670_HC_seg.png
images/318_HC.png,labels/318_HC_seg.png
images/478_HC.png,labels/478_HC_seg.png
images/802_HC.png,labels/802_HC_seg.png
images/789_2HC.png,labels/789_2HC_seg.png
images/704_HC.png,labels/704_HC_seg.png
images/781_HC.png,labels/781_HC_seg.png
images/946_HC.png,labels/946_HC_seg.png
images/881_HC.png,labels/881_HC_seg.png
images/998_HC.png,labels/998_HC_seg.png
images/775_2HC.png,labels/775_2HC_seg.png
images/449_2HC.png,labels/449_2HC_seg.png
images/642_HC.png,labels/642_HC_seg.png
images/53_HC.png,labels/53_HC_seg.png
images/712_HC.png,labels/712_HC_seg.png
images/370_HC.png,labels/370_HC_seg.png
images/770_HC.png,labels/770_HC_seg.png
images/309_HC.png,labels/309_HC_seg.png
images/126_HC.png,labels/126_HC_seg.png
images/526_4HC.png,labels/526_4HC_seg.png
images/838_HC.png,labels/838_HC_seg.png
images/399_HC.png,labels/399_HC_seg.png
images/27_HC.png,labels/27_HC_seg.png
images/664_HC.png,labels/664_HC_seg.png
images/912_HC.png,labels/912_HC_seg.png
images/538_HC.png,labels/538_HC_seg.png
images/503_HC.png,labels/503_HC_seg.png
images/695_HC.png,labels/695_HC_seg.png
images/818_HC.png,labels/818_HC_seg.png
images/268_HC.png,labels/268_HC_seg.png
images/686_2HC.png,labels/686_2HC_seg.png
images/646_HC.png,labels/646_HC_seg.png
images/425_2HC.png,labels/425_2HC_seg.png
images/955_2HC.png,labels/955_2HC_seg.png
images/885_HC.png,labels/885_HC_seg.png
images/762_2HC.png,labels/762_2HC_seg.png
images/853_2HC.png,labels/853_2HC_seg.png
images/875_HC.png,labels/875_HC_seg.png
images/438_HC.png,labels/438_HC_seg.png
images/236_HC.png,labels/236_HC_seg.png
images/258_HC.png,labels/258_HC_seg.png
images/160_HC.png,labels/160_HC_seg.png
images/41_2HC.png,labels/41_2HC_seg.png
images/73_2HC.png,labels/73_2HC_seg.png
images/715_HC.png,labels/715_HC_seg.png
images/929_2HC.png,labels/929_2HC_seg.png
images/657_2HC.png,labels/657_2HC_seg.png
images/398_HC.png,labels/398_HC_seg.png
images/541_HC.png,labels/541_HC_seg.png
images/548_HC.png,labels/548_HC_seg.png
images/768_HC.png,labels/768_HC_seg.png
images/454_HC.png,labels/454_HC_seg.png
images/467_HC.png,labels/467_HC_seg.png
images/361_HC.png,labels/361_HC_seg.png
images/444_HC.png,labels/444_HC_seg.png
images/857_HC.png,labels/857_HC_seg.png
images/824_HC.png,labels/824_HC_seg.png
images/291_HC.png,labels/291_HC_seg.png
images/669_HC.png,labels/669_HC_seg.png
images/571_HC.png,labels/571_HC_seg.png
images/582_2HC.png,labels/582_2HC_seg.png
images/465_HC.png,labels/465_HC_seg.png
images/651_HC.png,labels/651_HC_seg.png
images/822_2HC.png,labels/822_2HC_seg.png
images/675_HC.png,labels/675_HC_seg.png
images/242_2HC.png,labels/242_2HC_seg.png
images/698_HC.png,labels/698_HC_seg.png
images/337_HC.png,labels/337_HC_seg.png
images/602_2HC.png,labels/602_2HC_seg.png
images/772_HC.png,labels/772_HC_seg.png
images/673_2HC.png,labels/673_2HC_seg.png
images/835_2HC.png,labels/835_2HC_seg.png
images/482_2HC.png,labels/482_2HC_seg.png
images/184_2HC.png,labels/184_2HC_seg.png
images/937_HC.png,labels/937_HC_seg.png
images/792_HC.png,labels/792_HC_seg.png
images/458_HC.png,labels/458_HC_seg.png
images/630_HC.png,labels/630_HC_seg.png
images/477_HC.png,labels/477_HC_seg.png
images/832_2HC.png,labels/832_2HC_seg.png
images/742_HC.png,labels/742_HC_seg.png
images/217_HC.png,labels/217_HC_seg.png
images/372_2HC.png,labels/372_2HC_seg.png
images/841_HC.png,labels/841_HC_seg.png
images/754_HC.png,labels/754_HC_seg.png
images/987_2HC.png,labels/987_2HC_seg.png
images/223_HC.png,labels/223_HC_seg.png
images/180_HC.png,labels/180_HC_seg.png
images/75_HC.png,labels/75_HC_seg.png
images/2_HC.png,labels/2_HC_seg.png
images/984_2HC.png,labels/984_2HC_seg.png
images/494_HC.png,labels/494_HC_seg.png
images/903_2HC.png,labels/903_2HC_seg.png
images/381_HC.png,labels/381_HC_seg.png
images/261_HC.png,labels/261_HC_seg.png
images/124_2HC.png,labels/124_2HC_seg.png
images/829_2HC.png,labels/829_2HC_seg.png
images/731_HC.png,labels/731_HC_seg.png
images/928_HC.png,labels/928_HC_seg.png
images/487_HC.png,labels/487_HC_seg.png
images/530_HC.png,labels/530_HC_seg.png
images/146_HC.png,labels/146_HC_seg.png
images/290_HC.png,labels/290_HC_seg.png
images/443_2HC.png,labels/443_2HC_seg.png
images/734_HC.png,labels/734_HC_seg.png
images/257_HC.png,labels/257_HC_seg.png
images/233_HC.png,labels/233_HC_seg.png
images/489_HC.png,labels/489_HC_seg.png
images/966_HC.png,labels/966_HC_seg.png
images/234_HC.png,labels/234_HC_seg.png
images/979_4HC.png,labels/979_4HC_seg.png
images/172_2HC.png,labels/172_2HC_seg.png
images/74_HC.png,labels/74_HC_seg.png
images/461_HC.png,labels/461_HC_seg.png
images/528_HC.png,labels/528_HC_seg.png
images/573_HC.png,labels/573_HC_seg.png
images/689_HC.png,labels/689_HC_seg.png
images/416_HC.png,labels/416_HC_seg.png
images/510_HC.png,labels/510_HC_seg.png
images/725_HC.png,labels/725_HC_seg.png
images/605_HC.png,labels/605_HC_seg.png
images/625_HC.png,labels/625_HC_seg.png
images/346_HC.png,labels/346_HC_seg.png
images/545_HC.png,labels/545_HC_seg.png
images/208_HC.png,labels/208_HC_seg.png
images/52_HC.png,labels/52_HC_seg.png
images/230_HC.png,labels/230_HC_seg.png
images/127_HC.png,labels/127_HC_seg.png
images/386_HC.png,labels/386_HC_seg.png
images/20_HC.png,labels/20_HC_seg.png
images/654_HC.png,labels/654_HC_seg.png
images/156_HC.png,labels/156_HC_seg.png
images/91_HC.png,labels/91_HC_seg.png
images/615_4HC.png,labels/615_4HC_seg.png
images/105_HC.png,labels/105_HC_seg.png
images/35_HC.png,labels/35_HC_seg.png
images/676_2HC.png,labels/676_2HC_seg.png
images/862_HC.png,labels/862_HC_seg.png
images/757_3HC.png,labels/757_3HC_seg.png
images/275_HC.png,labels/275_HC_seg.png
images/518_HC.png,labels/518_HC_seg.png
images/66_HC.png,labels/66_HC_seg.png
images/373_HC.png,labels/373_HC_seg.png
images/116_HC.png,labels/116_HC_seg.png
images/577_2HC.png,labels/577_2HC_seg.png
images/889_3HC.png,labels/889_3HC_seg.png
images/479_HC.png,labels/479_HC_seg.png
images/820_HC.png,labels/820_HC_seg.png
images/225_HC.png,labels/225_HC_seg.png
images/273_HC.png,labels/273_HC_seg.png
images/104_HC.png,labels/104_HC_seg.png
images/388_HC.png,labels/388_HC_seg.png
images/119_HC.png,labels/119_HC_seg.png
images/293_HC.png,labels/293_HC_seg.png
images/159_HC.png,labels/159_HC_seg.png
images/696_HC.png,labels/696_HC_seg.png
images/827_HC.png,labels/827_HC_seg.png
images/892_HC.png,labels/892_HC_seg.png
images/274_2HC.png,labels/274_2HC_seg.png
images/92_HC.png,labels/92_HC_seg.png
images/45_HC.png,labels/45_HC_seg.png
images/799_2HC.png,labels/799_2HC_seg.png
images/543_HC.png,labels/543_HC_seg.png
images/30_2HC.png,labels/30_2HC_seg.png
images/98_HC.png,labels/98_HC_seg.png
images/674_HC.png,labels/674_HC_seg.png
images/365_HC.png,labels/365_HC_seg.png
images/565_HC.png,labels/565_HC_seg.png
images/893_HC.png,labels/893_HC_seg.png
images/855_HC.png,labels/855_HC_seg.png
images/313_HC.png,labels/313_HC_seg.png
images/665_HC.png,labels/665_HC_seg.png
images/743_HC.png,labels/743_HC_seg.png
images/782_HC.png,labels/782_HC_seg.png
images/535_HC.png,labels/535_HC_seg.png
images/282_HC.png,labels/282_HC_seg.png
images/112_HC.png,labels/112_HC_seg.png
images/485_HC.png,labels/485_HC_seg.png
images/316_HC.png,labels/316_HC_seg.png
images/177_HC.png,labels/177_HC_seg.png
images/475_HC.png,labels/475_HC_seg.png
images/256_HC.png,labels/256_HC_seg.png
images/904_3HC.png,labels/904_3HC_seg.png
images/777_HC.png,labels/777_HC_seg.png
images/394_HC.png,labels/394_HC_seg.png
images/513_HC.png,labels/513_HC_seg.png
images/693_3HC.png,labels/693_3HC_seg.png
images/919_HC.png,labels/919_HC_seg.png
images/325_HC.png,labels/325_HC_seg.png
images/420_HC.png,labels/420_HC_seg.png
images/352_HC.png,labels/352_HC_seg.png
images/50_HC.png,labels/50_HC_seg.png
images/911_HC.png,labels/911_HC_seg.png
images/559_2HC.png,labels/559_2HC_seg.png
images/967_HC.png,labels/967_HC_seg.png
images/263_HC.png,labels/263_HC_seg.png
images/661_HC.png,labels/661_HC_seg.png
images/659_HC.png,labels/659_HC_seg.png
images/909_HC.png,labels/909_HC_seg.png
images/433_2HC.png,labels/433_2HC_seg.png
images/10_2HC.png,labels/10_2HC_seg.png
images/280_HC.png,labels/280_HC_seg.png
images/483_3HC.png,labels/483_3HC_seg.png
images/581_HC.png,labels/581_HC_seg.png
images/129_HC.png,labels/129_HC_seg.png
images/529_HC.png,labels/529_HC_seg.png
images/464_HC.png,labels/464_HC_seg.png
images/350_HC.png,labels/350_HC_seg.png
images/4_HC.png,labels/4_HC_seg.png
images/616_HC.png,labels/616_HC_seg.png
images/79_2HC.png,labels/79_2HC_seg.png
images/930_HC.png,labels/930_HC_seg.png
images/897_HC.png,labels/897_HC_seg.png
images/171_HC.png,labels/171_HC_seg.png
images/42_HC.png,labels/42_HC_seg.png
images/867_HC.png,labels/867_HC_seg.png
images/594_HC.png,labels/594_HC_seg.png
images/631_HC.png,labels/631_HC_seg.png
images/138_HC.png,labels/138_HC_seg.png
images/898_HC.png,labels/898_HC_seg.png
images/812_HC.png,labels/812_HC_seg.png
images/941_HC.png,labels/941_HC_seg.png
images/226_HC.png,labels/226_HC_seg.png
images/448_HC.png,labels/448_HC_seg.png
images/471_HC.png,labels/471_HC_seg.png
images/566_HC.png,labels/566_HC_seg.png
images/758_HC.png,labels/758_HC_seg.png
images/227_HC.png,labels/227_HC_seg.png
images/811_HC.png,labels/811_HC_seg.png
images/38_HC.png,labels/38_HC_seg.png
images/738_HC.png,labels/738_HC_seg.png
images/511_HC.png,labels/511_HC_seg.png
images/858_HC.png,labels/858_HC_seg.png
images/395_HC.png,labels/395_HC_seg.png
images/214_HC.png,labels/214_HC_seg.png
images/21_2HC.png,labels/21_2HC_seg.png
images/765_HC.png,labels/765_HC_seg.png
images/439_HC.png,labels/439_HC_seg.png
images/924_HC.png,labels/924_HC_seg.png
images/995_HC.png,labels/995_HC_seg.png
images/474_HC.png,labels/474_HC_seg.png
images/636_HC.png,labels/636_HC_seg.png
images/333_HC.png,labels/333_HC_seg.png
images/383_HC.png,labels/383_HC_seg.png
images/462_HC.png,labels/462_HC_seg.png
images/247_HC.png,labels/247_HC_seg.png
images/375_HC.png,labels/375_HC_seg.png
images/359_HC.png,labels/359_HC_seg.png
images/65_HC.png,labels/65_HC_seg.png
images/604_HC.png,labels/604_HC_seg.png
images/424_HC.png,labels/424_HC_seg.png
images/162_HC.png,labels/162_HC_seg.png
images/436_HC.png,labels/436_HC_seg.png
images/679_HC.png,labels/679_HC_seg.png
images/942_HC.png,labels/942_HC_seg.png
images/711_2HC.png,labels/711_2HC_seg.png
images/574_HC.png,labels/574_HC_seg.png
images/314_HC.png,labels/314_HC_seg.png
images/33_HC.png,labels/33_HC_seg.png
images/182_2HC.png,labels/182_2HC_seg.png
images/852_HC.png,labels/852_HC_seg.png
images/877_HC.png,labels/877_HC_seg.png
images/14_HC.png,labels/14_HC_seg.png
images/82_2HC.png,labels/82_2HC_seg.png
images/94_HC.png,labels/94_HC_seg.png
images/647_HC.png,labels/647_HC_seg.png
images/507_HC.png,labels/507_HC_seg.png
images/212_HC.png,labels/212_HC_seg.png
images/542_HC.png,labels/542_HC_seg.png
images/836_HC.png,labels/836_HC_seg.png
images/745_HC.png,labels/745_HC_seg.png
images/97_HC.png,labels/97_HC_seg.png
images/951_HC.png,labels/951_HC_seg.png
images/733_2HC.png,labels/733_2HC_seg.png
images/366_2HC.png,labels/366_2HC_seg.png
images/878_2HC.png,labels/878_2HC_seg.png
images/292_HC.png,labels/292_HC_seg.png
images/927_HC.png,labels/927_HC_seg.png
images/134_3HC.png,labels/134_3HC_seg.png
images/382_HC.png,labels/382_HC_seg.png
images/747_HC.png,labels/747_HC_seg.png
images/213_HC.png,labels/213_HC_seg.png
images/121_HC.png,labels/121_HC_seg.png
images/555_HC.png,labels/555_HC_seg.png
images/638_HC.png,labels/638_HC_seg.png
images/192_HC.png,labels/192_HC_seg.png
images/204_HC.png,labels/204_HC_seg.png
images/497_2HC.png,labels/497_2HC_seg.png
images/956_3HC.png,labels/956_3HC_seg.png
images/209_HC.png,labels/209_HC_seg.png
images/447_HC.png,labels/447_HC_seg.png
images/143_HC.png,labels/143_HC_seg.png
images/255_HC.png,labels/255_HC_seg.png
images/387_2HC.png,labels/387_2HC_seg.png
images/393_HC.png,labels/393_HC_seg.png
images/58_HC.png,labels/58_HC_seg.png
images/338_HC.png,labels/338_HC_seg.png
images/231_HC.png,labels/231_HC_seg.png
images/13_HC.png,labels/13_HC_seg.png
images/554_HC.png,labels/554_HC_seg.png
images/179_3HC.png,labels/179_3HC_seg.png
images/43_2HC.png,labels/43_2HC_seg.png
images/769_HC.png,labels/769_HC_seg.png
images/521_HC.png,labels/521_HC_seg.png
images/617_HC.png,labels/617_HC_seg.png
images/411_HC.png,labels/411_HC_seg.png
images/901_2HC.png,labels/901_2HC_seg.png
images/304_HC.png,labels/304_HC_seg.png
images/922_3HC.png,labels/922_3HC_seg.png
images/249_HC.png,labels/249_HC_seg.png
images/402_HC.png,labels/402_HC_seg.png
images/96_HC.png,labels/96_HC_seg.png
images/925_HC.png,labels/925_HC_seg.png
images/81_2HC.png,labels/81_2HC_seg.png
images/558_HC.png,labels/558_HC_seg.png
images/198_2HC.png,labels/198_2HC_seg.png
images/871_3HC.png,labels/871_3HC_seg.png
images/240_HC.png,labels/240_HC_seg.png
images/512_HC.png,labels/512_HC_seg.png
images/353_HC.png,labels/353_HC_seg.png
images/288_HC.png,labels/288_HC_seg.png
images/23_HC.png,labels/23_HC_seg.png
images/629_2HC.png,labels/629_2HC_seg.png
images/587_HC.png,labels/587_HC_seg.png
images/988_HC.png,labels/988_HC_seg.png
images/446_HC.png,labels/446_HC_seg.png
images/891_HC.png,labels/891_HC_seg.png
images/684_HC.png,labels/684_HC_seg.png
images/500_HC.png,labels/500_HC_seg.png
images/808_HC.png,labels/808_HC_seg.png
images/553_HC.png,labels/553_HC_seg.png
images/821_HC.png,labels/821_HC_seg.png
images/973_HC.png,labels/973_HC_seg.png
images/672_HC.png,labels/672_HC_seg.png
images/421_HC.png,labels/421_HC_seg.png
images/287_2HC.png,labels/287_2HC_seg.png
images/921_2HC.png,labels/921_2HC_seg.png
images/842_HC.png,labels/842_HC_seg.png
images/850_2HC.png,labels/850_2HC_seg.png
images/579_2HC.png,labels/579_2HC_seg.png
images/334_2HC.png,labels/334_2HC_seg.png
images/239_2HC.png,labels/239_2HC_seg.png
images/938_HC.png,labels/938_HC_seg.png
images/158_3HC.png,labels/158_3HC_seg.png
images/492_2HC.png,labels/492_2HC_seg.png
images/406_HC.png,labels/406_HC_seg.png
images/944_2HC.png,labels/944_2HC_seg.png
images/778_2HC.png,labels/778_2HC_seg.png
images/786_HC.png,labels/786_HC_seg.png
images/572_HC.png,labels/572_HC_seg.png
images/907_HC.png,labels/907_HC_seg.png
images/958_HC.png,labels/958_HC_seg.png
images/269_HC.png,labels/269_HC_seg.png
images/706_3HC.png,labels/706_3HC_seg.png
images/40_HC.png,labels/40_HC_seg.png
images/440_HC.png,labels/440_HC_seg.png
images/913_2HC.png,labels/913_2HC_seg.png
images/432_HC.png,labels/432_HC_seg.png
images/622_HC.png,labels/622_HC_seg.png
images/349_HC.png,labels/349_HC_seg.png
images/726_2HC.png,labels/726_2HC_seg.png
images/340_HC.png,labels/340_HC_seg.png
images/957_HC.png,labels/957_HC_seg.png
images/640_HC.png,labels/640_HC_seg.png
images/580_HC.png,labels/580_HC_seg.png
images/120_HC.png,labels/120_HC_seg.png
images/624_HC.png,labels/624_HC_seg.png
images/189_HC.png,labels/189_HC_seg.png
images/367_HC.png,labels/367_HC_seg.png
images/515_HC.png,labels/515_HC_seg.png
images/279_HC.png,labels/279_HC_seg.png
images/536_2HC.png,labels/536_2HC_seg.png
images/336_HC.png,labels/336_HC_seg.png
images/380_HC.png,labels/380_HC_seg.png
images/982_HC.png,labels/982_HC_seg.png
images/245_HC.png,labels/245_HC_seg.png
images/463_2HC.png,labels/463_2HC_seg.png
images/586_HC.png,labels/586_HC_seg.png
images/25_HC.png,labels/25_HC_seg.png
images/682_HC.png,labels/682_HC_seg.png
images/814_HC.png,labels/814_HC_seg.png
images/727_HC.png,labels/727_HC_seg.png
images/965_2HC.png,labels/965_2HC_seg.png
images/932_3HC.png,labels/932_3HC_seg.png
images/369_HC.png,labels/369_HC_seg.png
images/183_HC.png,labels/183_HC_seg.png
images/5_HC.png,labels/5_HC_seg.png
images/505_HC.png,labels/505_HC_seg.png
images/681_HC.png,labels/681_HC_seg.png
images/113_HC.png,labels/113_HC_seg.png
images/533_HC.png,labels/533_HC_seg.png
images/990_HC.png,labels/990_HC_seg.png
images/950_HC.png,labels/950_HC_seg.png
images/48_HC.png,labels/48_HC_seg.png
images/720_HC.png,labels/720_HC_seg.png
images/552_HC.png,labels/552_HC_seg.png
images/335_HC.png,labels/335_HC_seg.png
images/397_HC.png,labels/397_HC_seg.png
images/262_2HC.png,labels/262_2HC_seg.png
images/550_HC.png,labels/550_HC_seg.png
images/457_HC.png,labels/457_HC_seg.png
images/547_HC.png,labels/547_HC_seg.png
images/132_HC.png,labels/132_HC_seg.png
images/49_2HC.png,labels/49_2HC_seg.png
images/86_HC.png,labels/86_HC_seg.png
images/873_HC.png,labels/873_HC_seg.png
images/563_HC.png,labels/563_HC_seg.png
images/18_HC.png,labels/18_HC_seg.png
images/404_HC.png,labels/404_HC_seg.png
images/111_HC.png,labels/111_HC_seg.png
images/595_2HC.png,labels/595_2HC_seg.png
images/205_HC.png,labels/205_HC_seg.png
images/502_HC.png,labels/502_HC_seg.png
images/468_HC.png,labels/468_HC_seg.png
images/729_HC.png,labels/729_HC_seg.png
images/830_HC.png,labels/830_HC_seg.png
images/423_HC.png,labels/423_HC_seg.png
images/525_3HC.png,labels/525_3HC_seg.png
images/285_HC.png,labels/285_HC_seg.png
images/305_HC.png,labels/305_HC_seg.png
images/534_HC.png,labels/534_HC_seg.png
images/136_HC.png,labels/136_HC_seg.png
images/453_HC.png,labels/453_HC_seg.png
images/1_HC.png,labels/1_HC_seg.png
images/84_HC.png,labels/84_HC_seg.png
images/849_HC.png,labels/849_HC_seg.png
images/910_2HC.png,labels/910_2HC_seg.png
images/480_HC.png,labels/480_HC_seg.png
images/407_HC.png,labels/407_HC_seg.png
images/266_2HC.png,labels/266_2HC_seg.png
images/999_HC.png,labels/999_HC_seg.png
images/481_HC.png,labels/481_HC_seg.png
images/264_HC.png,labels/264_HC_seg.png
images/914_2HC.png,labels/914_2HC_seg.png
images/700_HC.png,labels/700_HC_seg.png
images/685_HC.png,labels/685_HC_seg.png
images/69_HC.png,labels/69_HC_seg.png
images/908_HC.png,labels/908_HC_seg.png
images/196_HC.png,labels/196_HC_seg.png
images/70_HC.png,labels/70_HC_seg.png
images/612_HC.png,labels/612_HC_seg.png
images/430_HC.png,labels/430_HC_seg.png
images/949_2HC.png,labels/949_2HC_seg.png
images/915_HC.png,labels/915_HC_seg.png
images/385_HC.png,labels/385_HC_seg.png
images/139_HC.png,labels/139_HC_seg.png
images/218_HC.png,labels/218_HC_seg.png
images/498_HC.png,labels/498_HC_seg.png
images/237_2HC.png,labels/237_2HC_seg.png
images/62_HC.png,labels/62_HC_seg.png
images/133_2HC.png,labels/133_2HC_seg.png
images/238_HC.png,labels/238_HC_seg.png
images/787_2HC.png,labels/787_2HC_seg.png
images/7_HC.png,labels/7_HC_seg.png
images/641_HC.png,labels/641_HC_seg.png
images/495_HC.png,labels/495_HC_seg.png
images/508_HC.png,labels/508_HC_seg.png
images/807_HC.png,labels/807_HC_seg.png
images/342_HC.png,labels/342_HC_seg.png
images/220_HC.png,labels/220_HC_seg.png
images/408_HC.png,labels/408_HC_seg.png
images/823_HC.png,labels/823_HC_seg.png
images/141_HC.png,labels/141_HC_seg.png
images/356_HC.png,labels/356_HC_seg.png
images/688_HC.png,labels/688_HC_seg.png
images/954_HC.png,labels/954_HC_seg.png
images/148_2HC.png,labels/148_2HC_seg.png
images/83_HC.png,labels/83_HC_seg.png
images/801_HC.png,labels/801_HC_seg.png
images/980_HC.png,labels/980_HC_seg.png
images/619_HC.png,labels/619_HC_seg.png
images/289_2HC.png,labels/289_2HC_seg.png
images/417_HC.png,labels/417_HC_seg.png
images/295_2HC.png,labels/295_2HC_seg.png
images/360_HC.png,labels/360_HC_seg.png
images/351_HC.png,labels/351_HC_seg.png
images/959_HC.png,labels/959_HC_seg.png
images/839_HC.png,labels/839_HC_seg.png
images/19_HC.png,labels/19_HC_seg.png
images/207_2HC.png,labels/207_2HC_seg.png
images/948_HC.png,labels/948_HC_seg.png
images/224_HC.png,labels/224_HC_seg.png
images/197_HC.png,labels/197_HC_seg.png
images/377_HC.png,labels/377_HC_seg.png
images/760_HC.png,labels/760_HC_seg.png
images/108_2HC.png,labels/108_2HC_seg.png
images/840_HC.png,labels/840_HC_seg.png
images/37_HC.png,labels/37_HC_seg.png
images/601_HC.png,labels/601_HC_seg.png
images/76_2HC.png,labels/76_2HC_seg.png
images/936_HC.png,labels/936_HC_seg.png
images/363_HC.png,labels/363_HC_seg.png
images/441_2HC.png,labels/441_2HC_seg.png
images/900_HC.png,labels/900_HC_seg.png
images/667_2HC.png,labels/667_2HC_seg.png
images/422_HC.png,labels/422_HC_seg.png
images/741_HC.png,labels/741_HC_seg.png
images/648_HC.png,labels/648_HC_seg.png
images/568_HC.png,labels/568_HC_seg.png
images/991_HC.png,labels/991_HC_seg.png
images/597_HC.png,labels/597_HC_seg.png
images/169_HC.png,labels/169_HC_seg.png
images/193_HC.png,labels/193_HC_seg.png
images/61_2HC.png,labels/61_2HC_seg.png
images/872_4HC.png,labels/872_4HC_seg.png
images/109_HC.png,labels/109_HC_seg.png
images/168_4HC.png,labels/168_4HC_seg.png
images/652_HC.png,labels/652_HC_seg.png
images/522_2HC.png,labels/522_2HC_seg.png
images/378_HC.png,labels/378_HC_seg.png
images/221_HC.png,labels/221_HC_seg.png
images/874_2HC.png,labels/874_2HC_seg.png
images/926_HC.png,labels/926_HC_seg.png
images/320_HC.png,labels/320_HC_seg.png
images/815_HC.png,labels/815_HC_seg.png
images/28_2HC.png,labels/28_2HC_seg.png
images/341_HC.png,labels/341_HC_seg.png
images/884_2HC.png,labels/884_2HC_seg.png
images/583_HC.png,labels/583_HC_seg.png
images/621_HC.png,labels/621_HC_seg.png
images/861_HC.png,labels/861_HC_seg.png
images/972_HC.png,labels/972_HC_seg.png
images/176_HC.png,labels/176_HC_seg.png
images/137_HC.png,labels/137_HC_seg.png
images/649_2HC.png,labels/649_2HC_seg.png
images/634_HC.png,labels/634_HC_seg.png
images/869_HC.png,labels/869_HC_seg.png
images/626_HC.png,labels/626_HC_seg.png
images/210_HC.png,labels/210_HC_seg.png
